file,class,type,cbo,wmc,dit,rfc,lcom,totalMethods,staticMethods,publicMethods,privateMethods,protectedMethods,defaultMethods,abstractMethods,finalMethods,synchronizedMethods,totalFields,staticFields,publicFields,privateFields,protectedFields,defaultFields,finalFields,synchronizedFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,anonymousClassesQty,subClassesQty,lambdasQty,uniqueWordsQty,modifiers
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnQualifiedAllocationExpression.java,org.eclipse.jdt.internal.codeassist.complete.completiononqualifiedallocationexpression,class,10,11,6,7,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,2,0,4,2,1,6,0,3,2,0,0,0,16,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnQualifiedNameReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononqualifiednamereference,class,13,9,7,8,1,3,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,38,1,1,1,0,1,1,4,4,2,3,2,0,0,0,17,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnQualifiedTypeReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononqualifiedtypereference,class,11,17,6,7,9,11,0,10,0,1,0,0,0,0,7,4,6,1,0,0,4,0,0,74,6,1,6,0,0,4,5,10,0,9,2,0,0,0,29,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnSingleNameReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononsinglenamereference,class,7,5,7,2,4,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,28,1,0,0,0,1,1,1,3,0,4,1,0,0,0,15,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnSingleTypeReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononsingletypereference,class,11,19,6,4,18,12,0,11,0,1,0,0,0,0,8,4,7,1,0,0,4,0,0,79,8,0,5,0,0,4,4,8,0,8,1,0,0,0,34,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnStringLiteral.java,org.eclipse.jdt.internal.codeassist.complete.completiononstringliteral,class,7,5,6,2,8,5,0,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,30,1,0,0,0,0,1,0,5,0,2,0,0,0,0,16,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionParser.java,org.eclipse.jdt.internal.codeassist.complete.completionparser,class,87,767,3,236,18937,211,0,32,27,152,0,0,0,0,84,63,16,1,44,0,63,0,1,4166,144,19,148,2,109,4,441,761,154,347,8,0,0,0,556,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionScanner.java,org.eclipse.jdt.internal.codeassist.complete.completionscanner,class,3,28,2,9,16,9,0,8,0,1,0,0,2,0,7,1,7,0,0,0,1,0,0,788,9,1,4,0,3,0,22,26,17,15,3,0,0,0,30,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#InvalidCursorLocation.java,org.eclipse.jdt.internal.codeassist.complete.invalidcursorlocation,class,2,1,2,0,0,1,0,1,0,0,0,0,0,0,6,5,5,1,0,0,5,0,0,12,0,0,0,0,0,4,1,6,0,6,0,0,0,0,22,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#CompletionElementNotifier.java,org.eclipse.jdt.internal.codeassist.completionelementnotifier,class,27,53,2,8,35,11,0,2,0,9,0,0,0,0,1,0,0,1,0,0,0,0,13,175,17,4,5,0,1,0,30,51,3,29,4,0,0,0,66,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#CompletionEngine.java,org.eclipse.jdt.internal.codeassist.completionengine,class,177,2127,3,444,16749,210,10,14,175,10,0,0,1,0,92,39,5,32,0,0,36,0,269,10835,207,188,261,8,211,108,628,1820,320,1163,11,9,3,0,924,17
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#CompletionRequestorWrapper.java,org.eclipse.jdt.internal.codeassist.completionrequestorwrapper,class,8,58,2,34,4,5,0,3,2,0,0,0,0,0,2,1,0,2,0,0,0,0,0,314,2,2,25,0,2,0,6,14,0,12,2,0,0,0,28,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#CompletionUnitStructureRequestor.java,org.eclipse.jdt.internal.codeassist.completionunitstructurerequestor,class,52,43,2,10,65,14,1,1,0,13,0,0,0,0,4,0,0,4,0,0,0,0,3,186,21,4,4,0,0,0,13,27,2,25,5,0,0,0,90,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#IExtendedCompletionRequestor.java,org.eclipse.jdt.internal.codeassist.iextendedcompletionrequestor,interface,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,5,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#impl#AssistAnnotation.java,org.eclipse.jdt.internal.codeassist.impl.assistannotation,class,6,2,2,1,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0,0,1,0,1,0,0,0,0,11,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#impl#AssistCompilationUnit.java,org.eclipse.jdt.internal.codeassist.impl.assistcompilationunit,class,15,6,2,4,0,6,0,6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,37,5,0,0,0,0,0,1,3,0,3,0,0,0,0,28,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#impl#AssistImportContainer.java,org.eclipse.jdt.internal.codeassist.impl.assistimportcontainer,class,8,3,2,1,0,3,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,20,2,0,0,0,0,0,0,1,0,1,0,0,0,0,16,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#impl#AssistImportDeclaration.java,org.eclipse.jdt.internal.codeassist.impl.assistimportdeclaration,class,6,2,2,1,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0,0,1,0,1,0,0,0,0,11,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#impl#AssistInitializer.java,org.eclipse.jdt.internal.codeassist.impl.assistinitializer,class,8,3,2,1,0,3,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,24,2,0,0,0,0,0,0,4,0,3,0,0,0,0,17,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#impl#AssistOptions.java,org.eclipse.jdt.internal.codeassist.impl.assistoptions,class,8,59,1,8,6,4,0,3,1,0,0,0,0,0,36,19,36,0,0,0,19,0,1,231,2,1,1,0,17,19,15,103,0,51,3,0,0,0,50,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#impl#AssistPackageDeclaration.java,org.eclipse.jdt.internal.codeassist.impl.assistpackagedeclaration,class,8,3,2,1,0,3,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,20,2,0,0,0,0,0,0,1,0,1,0,0,0,0,15,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#impl#AssistParser.java,org.eclipse.jdt.internal.codeassist.impl.assistparser,class,34,329,2,106,3940,101,0,31,0,70,0,11,0,0,28,12,2,0,25,0,12,0,2,1387,73,22,46,3,35,0,283,396,98,141,4,0,0,0,254,1025
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#impl#AssistSourceField.java,org.eclipse.jdt.internal.codeassist.impl.assistsourcefield,class,14,10,2,5,0,7,0,6,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,55,6,0,1,1,0,0,0,9,0,6,3,0,0,0,32,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#impl#AssistSourceMethod.java,org.eclipse.jdt.internal.codeassist.impl.assistsourcemethod,class,16,11,2,5,0,8,0,7,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,59,7,0,1,1,0,0,0,9,0,6,3,0,0,0,36,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#impl#AssistSourceType.java,org.eclipse.jdt.internal.codeassist.impl.assistsourcetype,class,21,17,2,8,0,13,0,12,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,80,13,0,1,1,0,0,0,9,0,6,3,0,0,0,49,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#impl#AssistTypeParameter.java,org.eclipse.jdt.internal.codeassist.impl.assisttypeparameter,class,6,2,2,1,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0,0,1,0,1,0,0,0,0,11,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#impl#Attic#CompletionOptions.java,org.eclipse.jdt.internal.codeassist.impl.completionoptions,class,6,12,1,8,17,7,0,7,0,0,0,0,0,0,5,2,2,2,0,0,2,0,0,45,3,1,3,0,0,2,3,11,2,10,2,0,0,0,39,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#impl#Engine.java,org.eclipse.jdt.internal.codeassist.impl.engine,class,34,73,1,29,69,14,3,10,1,3,0,1,0,0,13,0,12,0,1,0,0,0,17,291,16,8,13,0,6,0,28,72,4,56,6,0,0,0,100,1025
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#impl#Keywords.java,org.eclipse.jdt.internal.codeassist.impl.keywords,interface,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,1,1,0,1,-1,0,0,0,2,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#InternalCompletionContext.java,org.eclipse.jdt.internal.codeassist.internalcompletioncontext,class,15,31,2,3,252,25,0,14,0,11,0,0,0,0,11,0,0,0,11,0,0,0,0,130,16,0,3,0,2,2,10,17,0,11,1,0,0,0,238,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#InternalCompletionProposal.java,org.eclipse.jdt.internal.codeassist.internalcompletionproposal,class,25,168,2,31,1473,58,0,41,1,16,0,0,0,0,35,1,0,24,11,0,0,0,13,607,34,5,18,9,5,39,22,127,5,71,7,0,0,0,368,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#InternalExtendedCompletionContext.java,org.eclipse.jdt.internal.codeassist.internalextendedcompletioncontext,class,65,173,1,65,72,16,0,3,13,0,0,0,0,0,17,1,0,17,0,0,0,0,4,720,18,27,18,6,6,1,53,180,7,134,6,1,0,0,145,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#ISearchRequestor.java,org.eclipse.jdt.internal.codeassist.isearchrequestor,interface,3,3,1,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,60,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#ISelectionRequestor.java,org.eclipse.jdt.internal.codeassist.iselectionrequestor,interface,3,7,1,0,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,124,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#MissingTypesGuesser.java,org.eclipse.jdt.internal.codeassist.missingtypesguesser,class,31,91,3,37,30,16,0,2,14,0,0,0,0,0,5,0,0,5,0,0,0,0,1,514,48,10,20,0,12,0,67,132,10,81,4,1,2,0,97,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#RelevanceConstants.java,org.eclipse.jdt.internal.codeassist.relevanceconstants,interface,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,32,32,0,32,-1,0,0,0,42,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionJavadoc.java,org.eclipse.jdt.internal.codeassist.select.selectionjavadoc,class,18,28,3,5,8,5,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,89,1,0,5,0,3,8,2,25,3,10,3,0,0,0,45,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionJavadocParser.java,org.eclipse.jdt.internal.codeassist.select.selectionjavadocparser,class,11,34,2,9,0,9,0,2,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,125,8,1,0,0,8,7,12,41,13,22,5,0,0,0,63,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionNodeFound.java,org.eclipse.jdt.internal.codeassist.select.selectionnodefound,class,2,3,2,0,1,3,0,3,0,0,0,0,0,0,3,1,2,1,0,0,1,0,0,17,0,0,0,0,0,0,1,3,0,3,0,0,0,0,6,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnArgumentName.java,org.eclipse.jdt.internal.codeassist.select.selectiononargumentname,class,10,6,6,6,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,0,0,0,0,2,2,0,0,0,1,0,0,0,17,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnExplicitConstructorCall.java,org.eclipse.jdt.internal.codeassist.select.selectiononexplicitconstructorcall,class,6,11,4,6,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,1,3,0,1,5,4,1,0,1,2,0,0,0,13,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnFieldReference.java,org.eclipse.jdt.internal.codeassist.select.selectiononfieldreference,class,6,9,6,5,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,5,0,1,1,1,0,0,0,0,0,0,0,12,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnFieldType.java,org.eclipse.jdt.internal.codeassist.select.selectiononfieldtype,class,4,2,5,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,4,0,0,0,0,0,0,7,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnImportReference.java,org.eclipse.jdt.internal.codeassist.select.selectiononimportreference,class,5,4,3,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,1,0,0,0,1,2,1,0,1,1,0,0,0,8,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnLocalName.java,org.eclipse.jdt.internal.codeassist.select.selectiononlocalname,class,8,5,5,7,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,2,0,0,0,0,2,2,0,0,0,1,0,0,0,14,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnMessageSend.java,org.eclipse.jdt.internal.codeassist.select.selectiononmessagesend,class,12,24,5,12,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,5,6,0,2,3,11,15,2,12,4,0,0,0,26,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnNameOfMemberValuePair.java,org.eclipse.jdt.internal.codeassist.select.selectiononnameofmembervaluepair,class,7,4,3,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,2,0,0,0,0,1,0,0,0,13,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnPackageReference.java,org.eclipse.jdt.internal.codeassist.select.selectiononpackagereference,class,5,4,3,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,1,0,0,0,1,2,1,0,1,1,0,0,0,8,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnParameterizedQualifiedTypeReference.java,org.eclipse.jdt.internal.codeassist.select.selectiononparameterizedqualifiedtypereference,class,11,8,8,6,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,2,0,0,0,2,10,8,2,6,3,0,0,0,20,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnParameterizedSingleTypeReference.java,org.eclipse.jdt.internal.codeassist.select.selectiononparameterizedsingletypereference,class,9,5,8,4,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,1,0,0,0,2,5,2,1,2,1,0,0,0,15,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnQualifiedAllocationExpression.java,org.eclipse.jdt.internal.codeassist.select.selectiononqualifiedallocationexpression,class,8,16,6,8,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,4,0,0,2,1,2,0,2,3,0,0,0,17,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnQualifiedNameReference.java,org.eclipse.jdt.internal.codeassist.select.selectiononqualifiednamereference,class,14,14,7,9,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,1,5,0,1,1,5,3,2,2,3,0,0,0,17,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnQualifiedSuperReference.java,org.eclipse.jdt.internal.codeassist.select.selectiononqualifiedsuperreference,class,7,5,8,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,1,0,0,1,1,1,0,1,0,0,0,0,14,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnQualifiedTypeReference.java,org.eclipse.jdt.internal.codeassist.select.selectiononqualifiedtypereference,class,14,10,6,8,6,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1,1,1,0,1,1,2,4,0,4,2,0,0,0,17,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnSingleNameReference.java,org.eclipse.jdt.internal.codeassist.select.selectiononsinglenamereference,class,5,3,7,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,0,1,1,0,0,0,0,0,0,0,10,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnSingleTypeReference.java,org.eclipse.jdt.internal.codeassist.select.selectiononsingletypereference,class,14,11,6,8,10,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,2,0,2,1,0,2,0,2,2,0,0,0,20,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionOnSuperReference.java,org.eclipse.jdt.internal.codeassist.select.selectiononsuperreference,class,6,5,7,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,1,0,0,1,1,1,0,1,0,0,0,0,13,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionParser.java,org.eclipse.jdt.internal.codeassist.select.selectionparser,class,54,177,3,70,1502,57,1,16,2,39,0,0,1,0,7,5,2,0,5,0,5,0,0,1061,42,2,23,0,43,6,153,317,61,107,4,0,0,0,185,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#select#SelectionScanner.java,org.eclipse.jdt.internal.codeassist.select.selectionscanner,class,2,10,2,3,1,3,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,32,4,0,5,0,1,0,6,4,3,5,3,0,0,0,11,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#SelectionEngine.java,org.eclipse.jdt.internal.codeassist.selectionengine,class,83,261,4,117,109,19,0,7,12,0,0,0,0,0,23,2,2,11,0,0,0,0,25,1351,41,32,44,12,34,13,153,339,33,188,9,3,3,0,380,17
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#ThrownExceptionFinder.java,org.eclipse.jdt.internal.codeassist.thrownexceptionfinder,class,21,31,2,17,58,13,0,8,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,111,6,5,4,0,0,0,8,21,0,19,3,0,0,0,42,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#UnresolvedReferenceNameFinder.java,org.eclipse.jdt.internal.codeassist.unresolvedreferencenamefinder,class,26,112,2,33,526,36,0,22,14,0,0,0,0,0,12,2,0,12,0,0,2,0,5,448,29,11,7,0,6,0,54,90,17,59,6,0,1,0,96,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#core#compiler#Attic#IScanner.java,org.eclipse.jdt.core.compiler.iscanner,interface,2,12,1,0,66,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,150,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#core#compiler#Attic#ITerminalSymbols.java,org.eclipse.jdt.core.compiler.iterminalsymbols,interface,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,109,109,0,109,-1,0,0,0,137,1
